Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,Nuclei_Ed_mean_value,Nuclei_Ed_variance,Nuclei_Ed_not_zero_mean_value,Nuclei_Ed_not_zero_variance,Nuclei_Ed_agg_mean_value,Nuclei_Ed_agg_variance,Nuclei_Ed_agg_max_value,Nuclei_Ed_agg_min_value,Nuclei_Ed_agg_top_50_value,Nuclei_Ed_agg_top_25_value,Mit_Ed_mean_value,Mit_Ed_variance,Mit_Ed_not_zero_mean_value,Mit_Ed_not_zero_variance,Mit_Ed_agg_mean_value,Mit_Ed_agg_variance,Mit_Ed_agg_max_value,Mit_Ed_agg_min_value,Mit_Ed_agg_top_50_value,Mit_Ed_agg_top_25_value,ObjectNumber
H1975,2.0,control,22,1,0.0,0.17897386848926544,0.006704134866595268,0.1911928504705429,0.004825659561902285,0.1732039898633957,0.0009770565666258335,0.24524609744548798,0.09838339686393738,0.19919835031032562,0.21394404768943787,0.18705110251903534,0.004144624341279268,0.188238263130188,0.003947462886571884,0.17697720229625702,0.0007913304725661874,0.22998228669166565,0.12448606640100479,0.20008842647075653,0.21249191462993622,0.17273637652397156,0.008591372519731522,0.19373570382595062,0.005567494779825211,0.16898462176322937,0.0045540472492575645,0.4119582176208496,0.0,0.21951204538345337,0.254930317401886,2
H1975,2.0,control,23,1,0.0,0.22739866375923157,0.004451144486665726,0.23125313222408295,0.003635227680206299,0.21971285343170166,0.0023970073089003563,0.39458510279655457,0.03597864508628845,0.2587480843067169,0.2822765111923218,0.23445244133472443,0.00527576357126236,0.24367576837539673,0.0032358102034777403,0.22479556500911713,0.002499841619282961,0.35888561606407166,0.11084335297346115,0.2663634121417999,0.28646448254585266,0.2256455421447754,0.004230760969221592,0.22824834287166595,0.003685483243316412,0.21778079867362976,0.0023046948481351137,0.36375004053115845,0.03597864508628845,0.25616690516471863,0.2789316773414612,1
H1975,2.0,control,23,1,0.0,0.1536712795495987,0.00876540131866932,0.17885145545005798,0.005698165390640497,0.13851675391197205,0.005402871407568455,0.3279910385608673,0.0,0.1973578929901123,0.23571667075157166,0.16830649971961975,0.008249923586845398,0.1858007311820984,0.005857002921402454,0.13776795566082,0.005470996256917715,0.35002148151397705,0.0,0.1975642740726471,0.23873598873615265,0.1452363133430481,0.0088678989559412,0.17449253797531128,0.005549242254346609,0.17036134004592896,0.004304352216422558,0.3400615155696869,0.0,0.22231774032115936,0.2558603882789612,2
H1975,2.0,control,25,1,0.0,0.09761416167020798,0.004022690467536449,0.10609444230794907,0.0034724539145827293,0.11544493585824966,0.0019370485097169876,0.24585603177547455,0.0,0.14994321763515472,0.17263008654117584,0.10094144940376282,0.0028850575909018517,0.10411935299634933,0.0026450040750205517,0.10967147350311279,0.0014909448800608516,0.2386719435453415,0.010158945806324482,0.14013926684856415,0.15901340544223785,0.0961184948682785,0.004526863805949688,0.10705309361219406,0.003871265333145857,0.11993074417114258,0.002010111464187503,0.24554085731506348,0.014915444888174534,0.15517550706863403,0.1816251128911972,1
H1975,2.0,control,25,1,0.0,0.09404230862855911,0.005032928194850683,0.11127706617116928,0.004037459846585989,0.09302067011594772,0.0026582058053463697,0.21973194181919098,0.0,0.13428646326065063,0.15812212228775024,0.0948249027132988,0.005344691686332226,0.11249767988920212,0.004352650139480829,0.09438279271125793,0.0009601999772712588,0.16859199106693268,0.027359459549188614,0.11782095581293106,0.13652579486370087,0.09351759403944016,0.004823213443160057,0.1104622334241867,0.0038253983948379755,0.09365308284759521,0.0036910315975546837,0.32136014103889465,0.0,0.14185504615306854,0.1743011772632599,2
H1975,2.0,control,26,1,0.0,0.09178885817527771,0.01508435606956482,0.21036043763160706,0.009627352468669415,0.21789991855621338,0.0073358104564249516,0.4510703682899475,0.0,0.2859625518321991,0.32915666699409485,0.04089231416583061,0.007447042968124151,0.1781817078590393,0.00798683799803257,0.1704801768064499,0.00624488340690732,0.4079868793487549,0.0,0.23361629247665405,0.2686789333820343,0.09062817692756653,0.015211161226034164,0.21310046315193176,0.009668183512985706,0.21915237605571747,0.007615645881742239,0.4510703682899475,0.0,0.2887093722820282,0.3322710692882538,1
H1975,2.0,control,26,1,0.0,,,,,,,,,,,0.00010881735215662047,1.4784256563871168e-05,0.11108074337244034,0.0027649267576634884,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2
H1975,2.0,control,27,1,0.0,0.1881069540977478,0.002131292363628745,0.18818674981594086,0.002117177937179804,0.1806923896074295,0.001507640234194696,0.263359010219574,0.10012499243021011,0.21267160773277283,0.23308871686458588,0.14590473473072052,0.0062855626456439495,0.17954573035240173,0.0016947160474956036,0.17730797827243805,0.001975365448743105,0.30245471000671387,0.08048611879348755,0.2134028673171997,0.23581071197986603,0.18978989124298096,0.002194654196500778,0.1898619830608368,0.0021817991510033607,0.18054042756557465,0.0015501334564760327,0.263359010219574,0.10012499243021011,0.21347549557685852,0.23426316678524017,1
H1975,2.0,control,27,1,0.0,0.24712729454040527,0.00593665661290288,0.25373953580856323,0.004417710471898317,0.23306545615196228,0.002678496763110161,0.3626035153865814,0.1112850233912468,0.2751312851905823,0.3017456829547882,0.25287631154060364,0.006071598269045353,0.2607959806919098,0.004196337424218655,0.27752649784088135,0.0010420444887131453,0.35124146938323975,0.20107749104499817,0.30333366990089417,0.3165714740753174,0.24285893142223358,0.005793711170554161,0.2485407590866089,0.004517093300819397,0.2422749251127243,0.0015314077027142048,0.3626035153865814,0.15219107270240784,0.2719229757785797,0.2943494915962219,2
H1975,2.0,control,28,1,0.0,0.060559894889593124,0.008796853013336658,0.16330671310424805,0.006942477077245712,0.0,0.0,0.0,0.0,0.0,0.0,0.10390694439411163,0.010732948780059814,0.16614675521850586,0.006820996291935444,0.0,0.0,0.0,0.0,0.0,0.0,0.034119851887226105,0.005770733579993248,0.15828093886375427,0.007117920089513063,0.07044441252946854,0.002515399595722556,0.19717176258563995,0.0,0.10745031386613846,0.14738348126411438,1
