Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
A549,8.0,alm,9,2,5.66,1,983.7287874732334,1543.0021510516253,0.6375420713462895
A549,8.0,alm,9,2,5.66,2,1185.6851564330912,1261.4649310118266,0.9399271650635962
A549,8.0,control,0,3,0.0,1,975.5588430851063,955.0314823420074,1.0214939100151548
A549,8.0,control,0,3,0.0,2,1178.0605812525582,1012.7412485414236,1.1632394582024104
A549,8.0,control,0,3,0.0,3,17060.426441805845,25165.672713414635,0.677924513923752
A549,8.0,control,0,3,0.0,4,2291.0869339186693,2329.284543325527,0.9836011407381243
A549,8.0,control,1,3,0.0,1,1493.0872837924408,2340.184236292428,0.6380212551802974
A549,8.0,control,1,3,0.0,2,1542.1289900644751,1801.2657580919931,0.8561362936793897
A549,8.0,control,1,3,0.0,3,648.8727614095899,764.5472005208334,0.8487020303881272
A549,8.0,control,10,3,0.0,1,1324.7243243243242,2354.218355855856,0.5627024022768407
A549,8.0,control,10,3,0.0,2,19717.934353423476,34771.4568128882,0.5670724255106543
A549,8.0,control,10,3,0.0,3,1663.4938435776203,1726.8432301293901,0.9633149173900267
A549,8.0,control,11,3,0.0,1,844.7090290806755,839.7171208530806,1.005944749849239
A549,8.0,control,11,3,0.0,2,1460.8230230471984,1215.2055680539931,1.2021200868808826
A549,8.0,control,11,3,0.0,3,3189.7522757663032,5341.844766811279,0.5971256026727205
A549,8.0,control,11,3,0.0,4,874.7821720870127,789.3574438202247,1.1082205899691793
A549,8.0,control,12,3,0.0,1,1727.5228263577478,1666.256065400844,1.03676911504125
A549,8.0,control,12,3,0.0,2,1177.2415636670817,1176.297959511568,1.0008021812397816
A549,8.0,control,13,3,0.0,1,1247.7394308478194,1550.5838471023428,0.804690074115976
A549,8.0,control,13,3,0.0,2,1699.3457923008057,,
A549,8.0,control,13,3,0.0,3,745.4852367561683,729.0009715025907,1.0226121307075913
A549,8.0,control,13,3,0.0,4,1854.471196771978,1979.6998083131557,0.936743636072844
A549,8.0,control,13,3,0.0,5,1022.7706087507927,596.6220649171271,1.7142688292845139
A549,8.0,control,13,3,0.0,6,787.652865989203,839.4945087859425,0.9382465969054262
A549,8.0,control,13,3,0.0,7,561.614298245614,651.5876429313929,0.8619167418814104
A549,8.0,control,14,3,0.0,1,1259.8460087994972,1645.6994047619048,0.7655383511436392
A549,8.0,control,14,3,0.0,2,1237.9308260930493,1061.2379989212513,1.1664968907553313
A549,8.0,control,14,3,0.0,3,1062.1448306074767,879.5185955961332,1.2076434039323074
A549,8.0,control,2,3,0.0,1,902.3228811149033,1004.7286372299873,0.8980762045387557
