Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,ObjectNumber
MCF7,2,0513_control,1,3,0,0.08215200155973434,0.0006683201063424349,0.08227267861366272,0.0006593734724447131,0.09208660572767258,0.00011108925536973402,0.12244109064340591,0.06963887065649033,0.10057172924280167,0.10629992932081223,1
MCF7,2,0513_control,1,3,0,0.0699346587061882,0.002043125219643116,0.07628356665372849,0.0017442894168198109,0.06415976583957672,0.0008543133153580129,0.1615009903907776,0,0.08674293011426926,0.0997462272644043,2
MCF7,2,0513_control,1,3,0,0.09468022733926773,0.005237111821770668,0.11322774738073349,0.00416294950991869,0.08012305200099945,0.001435670768842101,0.16601912677288055,0.0009210380958393216,0.11158518493175507,0.130027174949646,3
MCF7,2,0513_control,1,3,0,0.07667054980993271,0.0011710391845554113,0.07753743976354599,0.0011170628713443875,0.07819857448339462,0.00022476568119600415,0.11822310835123062,0.0389510840177536,0.09002457559108734,0.09764165431261063,4
MCF7,2,0513_control,1,3,0,0.06910351663827896,0.0008545480668544769,0.06965827196836472,0.0008227655198425055,0.07919628918170929,0.00038402940845116973,0.12933142483234406,0.02734738402068615,0.09514033794403076,0.10253366827964783,5
MCF7,2,0513_control,1,3,0,0.08571362495422363,0.0028640395030379295,0.09172683209180832,0.0025133928284049034,0.06899325549602509,0.00028256018413230777,0.11590149253606796,0.02120962180197239,0.08222954720258713,0.08962485939264297,6
MCF7,2,0513_control,10,3,0,0.13184764981269836,0.0014118950348347425,0.13185955584049225,0.001410450553521514,0.14462676644325256,0.0010062160436064005,0.21692655980587006,0.06199200823903084,0.16942927241325378,0.18213829398155212,1
MCF7,2,0513_control,10,3,0,0.11874236166477203,0.0010604391572996974,0.1187489852309227,0.0010597128421068192,0.11929924786090851,0.00044599914690479636,0.16825568675994873,0.033074140548706055,0.1358470469713211,0.1442824900150299,2
MCF7,2,0513_control,10,3,0,0.09215730428695679,0.001020603347569704,0.0921611413359642,0.001020291238091886,0.08883263170719147,0.0007533931056968868,0.1670086681842804,0.022256925702095032,0.11125127971172333,0.12748262286186218,3
MCF7,2,0513_control,11,3,0,0.12312593311071396,0.0013005307409912348,0.12314610183238983,0.0012982591288164258,0.1537379026412964,0.0004547506687231362,0.2129923701286316,0.07561299949884415,0.17081265151500702,0.18028488755226135,1
MCF7,2,0513_control,11,3,0,0.11601324379444122,0.0009343603742308915,0.11601950973272324,0.0009336835937574506,0.11856997013092041,0.0005711353733204305,0.1768239587545395,0.05578289553523064,0.13756267726421356,0.14863444864749908,2
MCF7,2,0513_control,12,3,0,0.1327502727508545,0.000983902718871832,0.1327502727508545,0.000983902718871832,0.15163551270961761,0.000676296534948051,0.20531585812568665,0.08667530119419098,0.1720397025346756,0.18173697590827942,1
MCF7,2,0513_control,12,3,0,0.13376794755458832,0.0012188784312456846,0.13376794755458832,0.0012188784312456846,0.16767700016498566,0.00030531123047694564,0.2157629281282425,0.11369610577821732,0.18158277869224548,0.1891169399023056,2
MCF7,2,0513_control,12,3,0,0.12817832827568054,0.00041787943337112665,0.12817832827568054,0.00041787943337112665,0.12692095339298248,0.0002484036376699805,0.18523257970809937,0.08766736835241318,0.13933199644088745,0.14828893542289734,3
MCF7,2,0513_control,12,3,0,0.11099671572446823,0.0008209243533201516,0.11099983751773834,0.0008206003112718463,0.14024880528450012,0.0006439805729314685,0.19915476441383362,0.04793773591518402,0.16011954843997955,0.16995468735694885,4
MCF7,2,0513_control,12,3,0,0.11828401684761047,0.0007396327564492822,0.11828401684761047,0.0007396327564492822,0.1201019436120987,0.0004954890464432538,0.18425607681274414,0.0454045869410038,0.1379115730524063,0.14840470254421234,5
MCF7,2,0513_control,12,3,0,0.1251174807548523,0.0005568073829635978,0.1251174807548523,0.0005568073829635978,0.12897340953350067,0.00019724533194676042,0.18275538086891174,0.08744830638170242,0.14013642072677612,0.14699776470661163,6
MCF7,2,0513_control,13,3,0,0.06120627000927925,0.0020482640247792006,0.06812427937984467,0.001808490022085607,0.04019283130764961,0.0005073748179711401,0.10553313791751862,0,0.057227782905101776,0.06850243359804153,1
MCF7,2,0513_control,13,3,0,0.16395744681358337,0.0011389259016141295,0.16395744681358337,0.0011389259016141295,0.22589978575706482,0.00016969876014627516,0.25379255414009094,0.194551020860672,0.23630498349666595,0.2424936592578888,2
MCF7,2,0513_control,13,3,0,0.1542820930480957,0.0007539300713688135,0.1542820930480957,0.0007539300713688135,0.15222488343715668,0.00031549239065498114,0.193459153175354,0.1054908037185669,0.16620931029319763,0.17439806461334229,3
MCF7,2,0513_control,13,3,0,0.10946524888277054,0.0005097460234537721,0.10946524888277054,0.0005097460234537721,0.10127343982458115,0.00013943290105089545,0.1343744695186615,0.07157588005065918,0.11080490052700043,0.11709412187337875,4
MCF7,2,0513_control,13,3,0,0.1463375985622406,0.0008538194815628231,0.1463375985622406,0.0008538194815628231,0.1635889708995819,6.434643728425726e-05,0.1853403002023697,0.13882263004779816,0.1698823720216751,0.17388392984867096,5
MCF7,2,0513_control,13,3,0,0.11363501101732254,0.0008086177404038608,0.11363501101732254,0.0008086177404038608,0.11869393289089203,0.0008285757503472269,0.1731964647769928,0.028506631031632423,0.13846901059150696,0.14769473671913147,6
MCF7,2,0513_control,13,3,0,0.10979888588190079,0.0011740530608221889,0.10981148481369019,0.0011728034587576985,0.10507708787918091,0.0006996879819780588,0.18411429226398468,0.03169718757271767,0.12497629225254059,0.1381080001592636,7
MCF7,2,0513_control,14,3,0,0.13216106593608856,0.013422035612165928,0.19830185174942017,0.007023337297141552,0.09402230381965637,0.001500222715549171,0.1912565976381302,0.02478649839758873,0.1259557157754898,0.1463090181350708,1
MCF7,2,0513_control,14,3,0,0.1773815155029297,0.010845844633877277,0.20831777155399323,0.0062928455881774426,0.14909975230693817,0.001258356962352991,0.212668776512146,0.045604679733514786,0.1776919811964035,0.19354897737503052,2
MCF7,2,0513_control,14,3,0,0.06913337111473083,0.014316732995212078,0.24789217114448547,0.007022741716355085,0.2031324803829193,0.005380709655582905,0.4128125309944153,0.03235583379864693,0.26409396529197693,0.29865762591362,3
MCF7,2,0513_control,14,3,0,0.15255853533744812,0.011034619063138962,0.20292723178863525,0.004456623923033476,0.1763542890548706,0.0027219790499657393,0.40344488620758057,0.004646874964237213,0.21534234285354614,0.245103120803833,4
MCF7,2,0513_control,14,3,0,0.2148384302854538,0.0031628324650228024,0.2148384302854538,0.0031628324650228024,0.16010881960391998,0.0015878784470260143,0.24848343431949615,0.0740843117237091,0.19286201894283295,0.21377447247505188,5
MCF7,2,0513_control,14,3,0,0.19880029559135437,0.005324819125235081,0.20529641211032867,0.004165187478065491,0.1862516850233078,0.0017657751450315118,0.3008858263492584,0.09110038727521896,0.21983513236045837,0.24043729901313782,6
MCF7,2,0513_control,14,3,0,0.2531908452510834,0.0070419213734567165,0.25686758756637573,0.006199742667376995,0.2246016412973404,0.001742719323374331,0.3266153633594513,0.12863636016845703,0.2591226398944855,0.2773917615413666,7
MCF7,2,0513_control,14,3,0,0.21693895757198334,0.016514914110302925,0.2617410719394684,0.008199009113013744,0.20557808876037598,0.002958057215437293,0.31861066818237305,0.042197879403829575,0.249604731798172,0.27101555466651917,8
MCF7,2,0513_control,2,3,0,0.12148046493530273,0.002519549336284399,0.12279650568962097,0.0023852393496781588,0.09980475902557373,0.0003294174384791404,0.14919081330299377,0.05787437781691551,0.11393747478723526,0.12232405692338943,1
MCF7,2,0513_control,2,3,0,0.15754416584968567,0.00512993847951293,0.1629757583141327,0.004421583376824856,0.1441386342048645,0.0008700622711330652,0.2129557877779007,0.07425972074270248,0.16908471286296844,0.18354575335979462,2
MCF7,2,0513_control,3,3,0,0.1129370853304863,0.0010236636735498905,0.11298279464244843,0.0010189140448346734,0.12376843392848969,0.0001411105040460825,0.1445544809103012,0.09619689732789993,0.13359257578849792,0.138845294713974,1
MCF7,2,0513_control,3,3,0,0.07554777711629868,0.0010613625636324286,0.07661550492048264,0.0009945582132786512,0.06922485679388046,0.00022951790015213192,0.1106085255742073,0.03442651778459549,0.08168855309486389,0.08871889859437943,2
MCF7,2,0513_control,3,3,0,0.08682821691036224,0.000812899845186621,0.08709914237260818,0.0007918390328995883,0.09687239676713943,0.000139257637783885,0.12978143990039825,0.07119318097829819,0.10644453763961792,0.11243100464344025,3
MCF7,2,0513_control,3,3,0,0.09581717848777771,0.0013419550377875566,0.09637699276208878,0.0012958431616425514,0.09320764988660812,0.0002188654470955953,0.1380419284105301,0.041043996810913086,0.10496067255735397,0.11189094185829163,4
MCF7,2,0513_control,3,3,0,0.10394258797168732,0.0008259095484390855,0.10399255156517029,0.0008211098029278219,0.0937807485461235,0.00028007893706671894,0.14196425676345825,0.045787811279296875,0.10699628293514252,0.11397296190261841,5
MCF7,2,0513_control,3,3,0,0.11321821063756943,0.0009203494410030544,0.1132253035902977,0.0009196042665280402,0.09436653554439545,0.00020473074982874095,0.1262882649898529,0.051153216511011124,0.10584355890750885,0.11193075031042099,6
MCF7,2,0513_control,3,3,0,0.09267033636569977,0.0021178435999900103,0.09489847719669342,0.0019573175814002752,0.0678882971405983,0.0014540354022756219,0.12404333055019379,0,0.09885815531015396,0.10701820254325867,7
MCF7,2,0513_control,4,3,0,0.12611697614192963,0.008363606408238411,0.1524072140455246,0.006100252736359835,0.12175682187080383,0.004383607767522335,0.3316006660461426,0,0.17408162355422974,0.20947115123271942,1
MCF7,2,0513_control,4,3,0,0.11821836978197098,0.01456743199378252,0.20743978023529053,0.0070536476559937,0.18432945013046265,0.0046802605502307415,0.3565766513347626,0.01426631584763527,0.23868437111377716,0.2696700990200043,2
MCF7,2,0513_control,4,3,0,0.08208835870027542,0.0017399878706783056,0.08373065292835236,0.001637288136407733,0.06616896390914917,0.0005305932136252522,0.13914754986763,0,0.08424627780914307,0.09375553578138351,3
