Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Cell_Ed_mean_value,Cell_Ed_variance,Cell_Ed_not_zero_mean_value,Cell_Ed_not_zero_variance,Cell_Ed_agg_mean_value,Cell_Ed_agg_variance,Cell_Ed_agg_max_value,Cell_Ed_agg_min_value,Cell_Ed_agg_top_50_value,Cell_Ed_agg_top_25_value,Nuclei_Ed_mean_value,Nuclei_Ed_variance,Nuclei_Ed_not_zero_mean_value,Nuclei_Ed_not_zero_variance,Nuclei_Ed_agg_mean_value,Nuclei_Ed_agg_variance,Nuclei_Ed_agg_max_value,Nuclei_Ed_agg_min_value,Nuclei_Ed_agg_top_50_value,Nuclei_Ed_agg_top_25_value,Mit_Ed_mean_value,Mit_Ed_variance,Mit_Ed_not_zero_mean_value,Mit_Ed_not_zero_variance,Mit_Ed_agg_mean_value,Mit_Ed_agg_variance,Mit_Ed_agg_max_value,Mit_Ed_agg_min_value,Mit_Ed_agg_top_50_value,Mit_Ed_agg_top_25_value
H1975,2.0,Afa,20,6,22.0,1,0.0659702718257904,0.003777098376303911,0.10050034523010254,0.0022838180884718895,,,,,,,0.12158331274986267,0.002588254399597645,0.12167701125144958,0.002578848972916603,,,,,,,0.12158331274986267,0.002588254399597645,0.12167701125144958,0.002578848972916603,,,,,,
H1975,2.0,Afa,20,6,22.0,2,0.05165029689669609,0.0022632679902017117,0.06609168648719788,0.001941620372235775,,,,,,,0.06159617379307747,0.002502283314242959,0.07126996666193008,0.002205820754170418,,,,,,,0.06170376390218735,0.0025000153109431267,0.07126996666193008,0.002205820754170418,,,,,,
H1975,2.0,Afa,3,6,22.0,1,0.1415775567293167,0.010345103219151497,0.1778983324766159,0.0065376670099794865,0.16586802899837494,0.0026724827475845814,0.2768954634666443,0.05864204466342926,0.208812415599823,0.23153097927570343,0.14203117787837982,0.014166572131216526,0.20753014087677002,0.007106606382876635,0.14962248504161835,0.0027467471081763506,0.3005633056163788,0.016201190650463104,0.19224457442760468,0.21710628271102905,0.14203117787837982,0.014166572131216526,0.20753014087677002,0.007106606382876635,0.14962248504161835,0.0027467471081763506,0.3005633056163788,0.016201190650463104,0.19224457442760468,0.21710628271102905
H1975,2.0,Afa,4,6,22.0,1,0.04706287756562233,0.001056217122823,0.050976719707250595,0.0009445393807254732,,,,,,,0.05822467431426048,0.0010949444258585572,0.06033375486731529,0.0010073580779135227,,,,,,,0.05822467431426048,0.0010949444258585572,0.06033375486731529,0.0010073580779135227,,,,,,
H1975,2.0,Afa,4,6,22.0,2,0.04617685452103615,0.0017117479583248496,0.059859585016965866,0.0013999160146340728,,,,,,,0.06494264304637909,0.0016782642342150211,0.0680086687207222,0.0015489808283746243,,,,,,,0.06494264304637909,0.0016782642342150211,0.0680086687207222,0.0015489808283746243,,,,,,
H1975,2.0,Afa,5,6,22.0,1,0.13881643116474152,0.003802713006734848,0.13942892849445343,0.0037340931594371796,0.0967349261045456,0.0007249496411532164,0.17983579635620117,0.028458138927817345,0.11849039793014526,0.13198983669281006,0.15328574180603027,0.003971639089286327,0.15331874787807465,0.0039674341678619385,,,,,,,0.1532454937696457,0.003968917764723301,0.1532784402370453,0.003964719828218222,,,,,,
H1975,2.0,Afa,5,6,22.0,2,0.12359213083982468,0.00268191983923316,0.12381361424922943,0.0026593024376779795,,,,,,,0.1515112668275833,0.002821454545482993,0.1515187919139862,0.0028204540722072124,,,,,,,,,,,,,,,,
H1975,2.0,Afa,5,6,22.0,3,0.0752350240945816,0.0021532047539949417,0.0801663026213646,0.0018990141106769443,0.07516346871852875,0.0006948161753825843,0.15107519924640656,0.0,0.09604819864034653,0.11014330387115479,0.0945531502366066,0.0021922539453953505,0.09560459107160568,0.0021161092445254326,,,,,,,0.0945531502366066,0.0021922539453953505,0.09560459107160568,0.0021161092445254326,,,,,,
H1975,2.0,Afa,5,6,22.0,4,0.08066088706254959,0.00663602352142334,0.12382445484399796,0.00484241358935833,0.082463838160038,0.0019276459934189916,0.19023524224758148,0.0,0.11836563795804977,0.13918323814868927,0.024175943806767464,0.0030401756521314383,0.11035935580730438,0.004366775508970022,,,,,,,0.030517175793647766,0.003644082462415099,0.11035935580730438,0.004366775508970022,,,,,,
H1975,2.0,Afa,7,6,22.0,1,0.0431516207754612,0.002205602591857314,0.06781535595655441,0.0017936569638550282,,,,,,,0.06501617282629013,0.0015209929551929235,0.06785691529512405,0.001394685823470354,,,,,,,0.06501617282629013,0.0015209929551929235,0.06785691529512405,0.001394685823470354,,,,,,
